Code,Description
B48.7,Opportunistic mycoses Additional Text Mycoses caused by fungi of low virulence that can establish an infection only as a consequence of factors such as the presence of debilitating disease or the administration of immunosuppressive and other therapeutic agents or radiation therapy. Most of the causal fungi are normally saprophytic in soil and decaying vegetation.
B48.8,Other specified mycoses
B49,Unspecified mycosis
B50-,ICD-10 Version
B50,Plasmodium falciparum malaria
B50.0,Plasmodium falciparum malaria with cerebral complications
B50.8,Other severe and complicated Plasmodium falciparum malaria
B50.9,"Plasmodium falciparum malaria, unspecified"
B51,Plasmodium vivax malaria
B51.0,Plasmodium vivax malaria with rupture of spleen
B51.8,Plasmodium vivax malaria with other complications
B51.9,Plasmodium vivax malaria without complication
B52,Plasmodium malariae malaria
B52.0,Plasmodium malariae malaria with nephropathy
B52.8,Plasmodium malariae malaria with other complications
B52.9,Plasmodium malariae malaria without complication
B53,Other parasitologically confirmed malaria
B53.0,Plasmodium ovale malaria
B53.1,Malaria due to simian plasmodia
B53.8,"Other parasitologically confirmed malaria, not elsewhere classified"
B54,Unspecified malaria
B55,Leishmaniasis
B55.0,Visceral leishmaniasis
B55.1,Cutaneous leishmaniasis
B55.2,Mucocutaneous leishmaniasis
B55.9,"Leishmaniasis, unspecified"
B56,African trypanosomiasis
B56.0,Gambiense trypanosomiasis
B56.1,Rhodesiense trypanosomiasis
B56.9,"African trypanosomiasis, unspecified"
B57,Chagas disease
B57.1,Acute Chagas disease without heart involvement
B57.2,Chagas disease (chronic) with heart involvement
B57.3,Chagas disease (chronic) with digestive system involvement
B57.4,Chagas disease (chronic) with nervous system involvement
B57.5,Chagas disease (chronic) with other organ involvement
B58,Toxoplasmosis
B58.8,Toxoplasmosis with other organ involvement
B58.9,"Toxoplasmosis, unspecified"
B60,"Other protozoal diseases, not elsewhere classified"
B60.0,Babesiosis
B60.1,Acanthamoebiasis
B60.2,Naegleriasis
B60.8,Other specified protozoal diseases
B64,Unspecified protozoal disease
B65-,ICD-10 Version
B65,Schistosomiasis [bilharziasis]
B65.0,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]
B65.1,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]
B65.2,Schistosomiasis due to Schistosoma japonicum
B65.3,Cercarial dermatitis
B65.8,Other schistosomiases
B65.9,"Schistosomiasis, unspecified"
B66,Other fluke infections
B66.0,Opisthorchiasis
B66.1,Clonorchiasis
B66.2,Dicrocoeliasis
B66.3,Fascioliasis
B66.4,Paragonimiasis
B66.5,Fasciolopsiasis
B66.8,Other specified fluke infections
B66.9,"Fluke infection, unspecified"
B67,Echinococcosis
B67.0,Echinococcus granulosus infection of liver
B67.1,Echinococcus granulosus infection of lung
B67.2,Echinococcus granulosus infection of bone
B67.3,"Echinococcus granulosus infection, other and multiple sites"
B67.4,"Echinococcus granulosus infection, unspecified"
B67.5,Echinococcus multilocularis infection of liver
B67.6,"Echinococcus multilocularis infection, other and multiple sites"
B67.7,"Echinococcus multilocularis infection, unspecified"
B67.8,"Echinococcosis, unspecified, of liver"
B67.9,"Echinococcosis, other and unspecified"
B68,Taeniasis
B68.0,Taenia solium taeniasis
B68.1,Taenia saginata taeniasis
B68.9,"Taeniasis, unspecified"
B69,Cysticercosis
B69.0,Cysticercosis of central nervous system
B69.1,Cysticercosis of eye
B69.8,Cysticercosis of other sites
B69.9,"Cysticercosis, unspecified"
B70,Diphyllobothriasis and sparganosis
B70.0,Diphyllobothriasis
B70.1,Sparganosis
B71,Other cestode infections
B71.0,Hymenolepiasis
B71.1,Dipylidiasis
B71.8,Other specified cestode infections
B71.9,"Cestode infection, unspecified"
B72,Dracunculiasis
B73,Onchocerciasis
B74,Filariasis
B74.0,Filariasis due to Wuchereria bancrofti
B74.1,Filariasis due to Brugia malayi
B74.2,Filariasis due to Brugia timori
B74.3,Loiasis
B74.4,Mansonelliasis
B74.8,Other filariases
B74.9,"Filariasis, unspecified"
B75,Trichinellosis
B76,Hookworm diseases
B76.0,Ancylostomiasis
B76.1,Necatoriasis
B76.8,Other hookworm diseases
B76.9,"Hookworm disease, unspecified"
B77,Ascariasis
B77.0,Ascariasis with intestinal complications
B77.8,Ascariasis with other complications
B77.9,"Ascariasis, unspecified"
B78,Strongyloidiasis
B78.0,Intestinal strongyloidiasis
B78.1,Cutaneous strongyloidiasis
B78.7,Disseminated strongyloidiasis
B78.9,"Strongyloidiasis, unspecified"
B79,Trichuriasis
B80,Enterobiasis
B81,"Other intestinal helminthiases, not elsewhere classified"
B81.0,Anisakiasis
B81.1,Intestinal capillariasis
B81.2,Trichostrongyliasis
B81.3,Intestinal angiostrongyliasis
B81.4,Mixed intestinal helminthiases
B81.8,Other specified intestinal helminthiases
B82,Unspecified intestinal parasitism
B82.0,"Intestinal helminthiasis, unspecified"
B82.9,"Intestinal parasitism, unspecified"
B83,Other helminthiases
B83.0,Visceral larva migrans
B83.1,Gnathostomiasis
B83.2,Angiostrongyliasis due to Parastrongylus cantonensis
B83.3,Syngamiasis
B83.4,Internal hirudiniasis
B83.8,Other specified helminthiases
B83.9,"Helminthiasis, unspecified"
B85-,ICD-10 Version
B85,Pediculosis and phthiriasis
B85.0,Pediculosis due to Pediculus humanus capitis
B85.1,Pediculosis due to Pediculus humanus corporis
B85.2,"Pediculosis, unspecified"
B85.3,Phthiriasis
B85.4,Mixed pediculosis and phthiriasis
B86,Scabies
B87,Myiasis
B87.0,Cutaneous myiasis
B87.1,Wound myiasis
B87.2,Ocular myiasis
B87.3,Nasopharyngeal myiasis
B87.4,Aural myiasis
B87.8,Myiasis of other sites
B87.9,"Myiasis, unspecified"
B88,Other infestations
B88.0,Other acariasis
B88.1,Tungiasis [sandflea infestation]
B88.2,Other arthropod infestations
B88.3,External hirudiniasis
B88.8,Other specified infestations
B88.9,"Infestation, unspecified"
B89,Unspecified parasitic disease
B90-,ICD-10 Version
B90,Sequelae of tuberculosis
B90.0,Sequelae of central nervous system tuberculosis
B90.1,Sequelae of genitourinary tuberculosis
B90.2,Sequelae of tuberculosis of bones and joints
B90.8,Sequelae of tuberculosis of other organs
B90.9,Sequelae of respiratory and unspecified tuberculosis
B91,Sequelae of poliomyelitis
B92,Sequelae of leprosy
B94,Sequelae of other and unspecified infectious and parasitic diseases
B94.0,Sequelae of trachoma
B94.1,Sequelae of viral encephalitis
B94.2,Sequelae of viral hepatitis
B94.8,Sequelae of other specified infectious and parasitic diseases
B94.9,Sequelae of unspecified infectious or parasitic disease
B95-,ICD-10 Version
B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B95.0,"Streptococcus, group A, as the cause of diseases classified to other chapters"
B95.1,"Streptococcus, group B, as the cause of diseases classified to other chapters"
B95.2,Streptococcus group D and enterococcus as the cause of diseases classified to other chapters
B95.3,Streptococcus pneumoniae as the cause of diseases classified to other chapters
B95.4,Other streptococcus as the cause of diseases classified to other chapters
B95.5,Unspecified streptococcus as the cause of diseases classified to other chapters
B95.6,Staphylococcus aureus as the cause of diseases classified to other chapters
B95.7,Other staphylococcus as the cause of diseases classified to other chapters
B95.8,Unspecified staphylococcus as the cause of diseases classified to other chapters
B96,Other specified bacterial agents as the cause of diseases classified to other chapters
B96.0,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters
B96.1,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters
B96.2,Escherichia coli [E. coli] as the cause of diseases classified to other chapters
B96.3,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters
B96.4,Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters
B96.5,Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters
B96.6,Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters
B96.7,Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters
B96.8,Other specified bacterial agents as the cause of diseases classified to other chapters
B97,Viral agents as the cause of diseases classified to other chapters
B97.0,Adenovirus as the cause of diseases classified to other chapters
B97.1,Enterovirus as the cause of diseases classified to other chapters
B97.2,Coronavirus as the cause of diseases classified to other chapters
B97.3,Retrovirus as the cause of diseases classified to other chapters
B97.4,Respiratory syncytial virus as the cause of diseases classified to other chapters
B97.5,Reovirus as the cause of diseases classified to other chapters
B97.6,Parvovirus as the cause of diseases classified to other chapters
B97.7,Papillomavirus as the cause of diseases classified to other chapters
B97.8,Other viral agents as the cause of diseases classified to other chapters
B98,Other specified infectious agents as the cause of diseases classified to other chapters
B98.0,Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters
B98.1,Vibrio vulnificus as the cause of diseases classified to other chapters
B99-,ICD-10 Version
B99,Other and unspecified infectious diseases
D50-,ICD-10 Version
D50,Iron deficiency anaemia
D50.0,Iron deficiency anaemia secondary to blood loss (chronic)
D50.1,Sideropenic dysphagia
D50.8,Other iron deficiency anaemias
D50.9,"Iron deficiency anaemia, unspecified"
D51,Vitamin B12 deficiency anaemia
D51.0,Vitamin B12 deficiency anaemia due to intrinsic factor deficiency
D51.1,Vitamin B12 deficiency anaemia due to selective vitamin B12 malabsorption with proteinuria
D51.2,Transcobalamin II deficiency
D51.3,Other dietary vitamin B12 deficiency anaemia
D51.8,Other vitamin B12 deficiency anaemias
D51.9,"Vitamin B12 deficiency anaemia, unspecified"
D52,Folate deficiency anaemia
D52.0,Dietary folate deficiency anaemia
D52.1,"Drug-induced folate deficiency anaemia Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
D52.8,Other folate deficiency anaemias
D52.9,"Folate deficiency anaemia, unspecified"
D53,Other nutritional anaemias
D53.0,Protein deficiency anaemia
D53.1,"Other megaloblastic anaemias, not elsewhere classified"
D53.2,Scorbutic anaemia
D53.8,Other specified nutritional anaemias
D53.9,"Nutritional anaemia, unspecified"
D55-,ICD-10 Version
D55,Anaemia due to enzyme disorders
D55.0,Anaemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency
D55.1,Anaemia due to other disorders of glutathione metabolism
D55.2,Anaemia due to disorders of glycolytic enzymes
D55.3,Anaemia due to disorders of nucleotide metabolism
D55.8,Other anaemias due to enzyme disorders
D55.9,"Anaemia due to enzyme disorder, unspecified"
D56,Thalassaemia
D56.0,Alpha thalassaemia
D56.1,Beta thalassaemia
D56.2,Delta-beta thalassaemia
D56.3,Thalassaemia trait
D56.4,Hereditary persistence of fetal haemoglobin [HPFH]
D56.8,Other thalassaemias
D56.9,"Thalassaemia, unspecified"
D57,Sickle-cell disorders
D57.0,Sickle-cell anaemia with crisis
D57.1,Sickle-cell anaemia without crisis
D57.2,Double heterozygous sickling disorders
D57.3,Sickle-cell trait
D57.8,Other sickle-cell disorders
D58,Other hereditary haemolytic anaemias
D58.0,Hereditary spherocytosis
D58.1,Hereditary elliptocytosis
D58.2,Other haemoglobinopathies
D58.8,Other specified hereditary haemolytic anaemias
D58.9,"Hereditary haemolytic anaemia, unspecified"
D59,Acquired haemolytic anaemia
D59.0,"Drug-induced autoimmune haemolytic anaemia Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
D59.1,Other autoimmune haemolytic anaemias
D59.2,Drug-induced nonautoimmune haemolytic anaemia
D59.3,Haemolytic-uraemic syndrome
D59.4,Other nonautoimmune haemolytic anaemias
D59.5,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli]
D59.6,Haemoglobinuria due to haemolysis from other external causes
D59.8,Other acquired haemolytic anaemias
D59.9,"Acquired haemolytic anaemia, unspecified"
D60-,ICD-10 Version
D60,Acquired pure red cell aplasia [erythroblastopenia]
D60.0,Chronic acquired pure red cell aplasia
D60.1,Transient acquired pure red cell aplasia
D60.8,Other acquired pure red cell aplasias
D60.9,"Acquired pure red cell aplasia, unspecified"
D61,Other aplastic anaemias
D61.0,Constitutional aplastic anaemia
D61.1,"Drug-induced aplastic anaemia Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
D61.2,"Aplastic anaemia due to other external agents Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify cause."
D61.3,Idiopathic aplastic anaemia
D61.8,Other specified aplastic anaemias
D61.9,"Aplastic anaemia, unspecified"
D62,Acute posthaemorrhagic anaemia
N18.3,– N18.9†
D64,Other anaemias
D64.0,Hereditary sideroblastic anaemia
D64.1,"Secondary sideroblastic anaemia due to disease Coding-Hint Use additional code, if desired, to identify disease."
D64.2,"Secondary sideroblastic anaemia due to drugs and toxins Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify cause."
D64.3,Other sideroblastic anaemias
D64.4,Congenital dyserythropoietic anaemia
D64.8,Other specified anaemias
D64.9,"Anaemia, unspecified"
D65-,ICD-10 Version
D65,Disseminated intravascular coagulation [defibrination syndrome]
D66,Hereditary factor VIII deficiency
D67,Hereditary factor IX deficiency
D68,Other coagulation defects
D68.0,Von Willebrand disease
D68.1,Hereditary factor XI deficiency
D68.2,Hereditary deficiency of other clotting factors
D68.3,Haemorrhagic disorder due to circulating anticoagulants
D68.4,Acquired coagulation factor deficiency
D68.5,Primary thrombophilia
D68.6,Other thrombophilia
D68.8,Other specified coagulation defects
D68.9,"Coagulation defect, unspecified"
D69,Purpura and other haemorrhagic conditions
D69.0,Allergic purpura
D69.1,Qualitative platelet defects
D69.2,Other nonthrombocytopenic purpura
D69.3,Idiopathic thrombocytopenic purpura
D69.4,Other primary thrombocytopenia
D69.5,"Secondary thrombocytopenia Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify cause."
D69.6,"Thrombocytopenia, unspecified"
D69.8,Other specified haemorrhagic conditions
D69.9,"Haemorrhagic condition, unspecified"
D70-,ICD-10 Version
D70,Agranulocytosis
D71,Functional disorders of polymorphonuclear neutrophils
D72,Other disorders of white blood cells
D72.0,Genetic anomalies of leukocytes
D72.1,Eosinophilia
D72.8,Other specified disorders of white blood cells
D72.9,"Disorder of white blood cells, unspecified"
D73,Diseases of spleen
D73.0,Hyposplenism
D73.1,Hypersplenism
D73.2,Chronic congestive splenomegaly
D73.3,Abscess of spleen
D73.4,Cyst of spleen
D73.5,Infarction of spleen
