Code,Description
C39.0,"Malignant neoplasm of upper respiratory tract, part unspecified"
C39.9,"Malignant neoplasm of lower respiratory tract, part unspecified"
C40.00,Malignant neoplasm of scapula and long bones of unspecified upper limb
C40.01,Malignant neoplasm of scapula and long bones of right upper limb
C40.02,Malignant neoplasm of scapula and long bones of left upper limb
C40.10,Malignant neoplasm of short bones of unspecified upper limb
C40.11,Malignant neoplasm of short bones of right upper limb
C40.12,Malignant neoplasm of short bones of left upper limb
C40.20,Malignant neoplasm of long bones of unspecified lower limb
C40.21,Malignant neoplasm of long bones of right lower limb
C40.22,Malignant neoplasm of long bones of left lower limb
C40.30,Malignant neoplasm of short bones of unspecified lower limb
C40.31,Malignant neoplasm of short bones of right lower limb
C40.32,Malignant neoplasm of short bones of left lower limb
C40.80,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb
C40.81,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb
C40.82,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb
C40.90,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb
C40.91,Malignant neoplasm of unspecified bones and articular cartilage of right limb
C40.92,Malignant neoplasm of unspecified bones and articular cartilage of left limb
C41.0,Malignant neoplasm of bones of skull and face
C41.1,Malignant neoplasm of mandible
C41.2,Malignant neoplasm of vertebral column
C41.3,"Malignant neoplasm of ribs, sternum and clavicle"
C41.4,"Malignant neoplasm of pelvic bones, sacrum and coccyx"
C41.9,"Malignant neoplasm of bone and articular cartilage, unspecified"
C43.0,Malignant melanoma of lip
C43.10,"Malignant melanoma of unspecified eyelid, including canthus"
C43.111,"Malignant melanoma of right upper eyelid, including canthus"
C43.112,"Malignant melanoma of right lower eyelid, including canthus"
C43.121,"Malignant melanoma of left upper eyelid, including canthus"
C43.122,"Malignant melanoma of left lower eyelid, including canthus"
C43.20,Malignant melanoma of unspecified ear and external auricular canal
C43.21,Malignant melanoma of right ear and external auricular canal
C43.22,Malignant melanoma of left ear and external auricular canal
C43.30,Malignant melanoma of unspecified part of face
C43.31,Malignant melanoma of nose
C43.39,Malignant melanoma of other parts of face
C43.4,Malignant melanoma of scalp and neck
C43.51,Malignant melanoma of anal skin
C43.52,Malignant melanoma of skin of breast
C43.59,Malignant melanoma of other part of trunk
C43.60,"Malignant melanoma of unspecified upper limb, including shoulder"
C43.61,"Malignant melanoma of right upper limb, including shoulder"
C43.62,"Malignant melanoma of left upper limb, including shoulder"
C43.70,"Malignant melanoma of unspecified lower limb, including hip"
C43.71,"Malignant melanoma of right lower limb, including hip"
C43.72,"Malignant melanoma of left lower limb, including hip"
C43.8,Malignant melanoma of overlapping sites of skin
C43.9,"Malignant melanoma of skin, unspecified"
C4A.0,Merkel cell carcinoma of lip
C4A.10,"Merkel cell carcinoma of unspecified eyelid, including canthus"
C4A.111,"Merkel cell carcinoma of right upper eyelid, including canthus"
C4A.112,"Merkel cell carcinoma of right lower eyelid, including canthus"
C4A.121,"Merkel cell carcinoma of left upper eyelid, including canthus"
C4A.122,"Merkel cell carcinoma of left lower eyelid, including canthus"
C4A.20,Merkel cell carcinoma of unspecified ear and external auricular canal
C4A.21,Merkel cell carcinoma of right ear and external auricular canal
C4A.22,Merkel cell carcinoma of left ear and external auricular canal
C4A.30,Merkel cell carcinoma of unspecified part of face
C4A.31,Merkel cell carcinoma of nose
C4A.39,Merkel cell carcinoma of other parts of face
C4A.4,Merkel cell carcinoma of scalp and neck
C4A.51,Merkel cell carcinoma of anal skin
C4A.52,Merkel cell carcinoma of skin of breast
C4A.59,Merkel cell carcinoma of other part of trunk
C4A.60,"Merkel cell carcinoma of unspecified upper limb, including shoulder"
C4A.61,"Merkel cell carcinoma of right upper limb, including shoulder"
C4A.62,"Merkel cell carcinoma of left upper limb, including shoulder"
C4A.70,"Merkel cell carcinoma of unspecified lower limb, including hip"
C4A.71,"Merkel cell carcinoma of right lower limb, including hip"
C4A.72,"Merkel cell carcinoma of left lower limb, including hip"
C4A.8,Merkel cell carcinoma of overlapping sites
C4A.9,"Merkel cell carcinoma, unspecified"
C44.00,Unspecified malignant neoplasm of skin of lip
C44.01,Basal cell carcinoma of skin of lip
C44.02,Squamous cell carcinoma of skin of lip
C44.09,Other specified malignant neoplasm of skin of lip
C44.101,"Unspecified malignant neoplasm of skin of unspecified eyelid, including canthus"
C44.1021,"Unspecified malignant neoplasm of skin of right upper eyelid, including canthus"
C44.1022,"Unspecified malignant neoplasm of skin of right lower eyelid, including canthus"
C44.1091,"Unspecified malignant neoplasm of skin of left upper eyelid, including canthus"
C44.1092,"Unspecified malignant neoplasm of skin of left lower eyelid, including canthus"
C44.111,"Basal cell carcinoma of skin of unspecified eyelid, including canthus"
C44.1121,"Basal cell carcinoma of skin of right upper eyelid, including canthus"
C44.1122,"Basal cell carcinoma of skin of right lower eyelid, including canthus"
C44.1191,"Basal cell carcinoma of skin of left upper eyelid, including canthus"
C44.1192,"Basal cell carcinoma of skin of left lower eyelid, including canthus"
C44.121,"Squamous cell carcinoma of skin of unspecified eyelid, including canthus"
C44.1221,"Squamous cell carcinoma of skin of right upper eyelid, including canthus"
C44.1222,"Squamous cell carcinoma of skin of right lower eyelid, including canthus"
C44.1291,"Squamous cell carcinoma of skin of left upper eyelid, including canthus"
C44.1292,"Squamous cell carcinoma of skin of left lower eyelid, including canthus"
C44.131,"Sebaceous cell carcinoma of skin of unspecified eyelid, including canthus"
C44.1321,"Sebaceous cell carcinoma of skin of right upper eyelid, including canthus"
C44.1322,"Sebaceous cell carcinoma of skin of right lower eyelid, including canthus"
C44.1391,"Sebaceous cell carcinoma of skin of left upper eyelid, including canthus"
C44.1392,"Sebaceous cell carcinoma of skin of left lower eyelid, including canthus"
C44.191,"Other specified malignant neoplasm of skin of unspecified eyelid, including canthus"
C44.1921,"Other specified malignant neoplasm of skin of right upper eyelid, including canthus"
C44.1922,"Other specified malignant neoplasm of skin of right lower eyelid, including canthus"
C44.1991,"Other specified malignant neoplasm of skin of left upper eyelid, including canthus"
C44.1992,"Other specified malignant neoplasm of skin of left lower eyelid, including canthus"
C44.201,Unspecified malignant neoplasm of skin of unspecified ear and external auricular canal
C44.202,Unspecified malignant neoplasm of skin of right ear and external auricular canal
C44.209,Unspecified malignant neoplasm of skin of left ear and external auricular canal
C44.211,Basal cell carcinoma of skin of unspecified ear and external auricular canal
C44.212,Basal cell carcinoma of skin of right ear and external auricular canal
C44.219,Basal cell carcinoma of skin of left ear and external auricular canal
C44.221,Squamous cell carcinoma of skin of unspecified ear and external auricular canal
C44.222,Squamous cell carcinoma of skin of right ear and external auricular canal
C44.229,Squamous cell carcinoma of skin of left ear and external auricular canal
C44.291,Other specified malignant neoplasm of skin of unspecified ear and external auricular canal
C44.292,Other specified malignant neoplasm of skin of right ear and external auricular canal
C44.299,Other specified malignant neoplasm of skin of left ear and external auricular canal
C44.300,Unspecified malignant neoplasm of skin of unspecified part of face
C44.301,Unspecified malignant neoplasm of skin of nose
C44.309,Unspecified malignant neoplasm of skin of other parts of face
C44.310,Basal cell carcinoma of skin of unspecified parts of face
C44.311,Basal cell carcinoma of skin of nose
C44.319,Basal cell carcinoma of skin of other parts of face
C44.320,Squamous cell carcinoma of skin of unspecified parts of face
C44.321,Squamous cell carcinoma of skin of nose
C44.329,Squamous cell carcinoma of skin of other parts of face
C44.390,Other specified malignant neoplasm of skin of unspecified parts of face
C44.391,Other specified malignant neoplasm of skin of nose
C44.399,Other specified malignant neoplasm of skin of other parts of face
C44.40,Unspecified malignant neoplasm of skin of scalp and neck
C44.41,Basal cell carcinoma of skin of scalp and neck
C44.42,Squamous cell carcinoma of skin of scalp and neck
C44.49,Other specified malignant neoplasm of skin of scalp and neck
C44.500,Unspecified malignant neoplasm of anal skin
C44.501,Unspecified malignant neoplasm of skin of breast
C44.509,Unspecified malignant neoplasm of skin of other part of trunk
C44.510,Basal cell carcinoma of anal skin
C44.511,Basal cell carcinoma of skin of breast
C44.519,Basal cell carcinoma of skin of other part of trunk
C44.520,Squamous cell carcinoma of anal skin
C44.521,Squamous cell carcinoma of skin of breast
C44.529,Squamous cell carcinoma of skin of other part of trunk
C44.590,Other specified malignant neoplasm of anal skin
C44.591,Other specified malignant neoplasm of skin of breast
C44.599,Other specified malignant neoplasm of skin of other part of trunk
C44.601,"Unspecified malignant neoplasm of skin of unspecified upper limb, including shoulder"
C44.602,"Unspecified malignant neoplasm of skin of right upper limb, including shoulder"
C44.609,"Unspecified malignant neoplasm of skin of left upper limb, including shoulder"
C44.611,"Basal cell carcinoma of skin of unspecified upper limb, including shoulder"
C44.612,"Basal cell carcinoma of skin of right upper limb, including shoulder"
C44.619,"Basal cell carcinoma of skin of left upper limb, including shoulder"
C44.621,"Squamous cell carcinoma of skin of unspecified upper limb, including shoulder"
C44.622,"Squamous cell carcinoma of skin of right upper limb, including shoulder"
C44.629,"Squamous cell carcinoma of skin of left upper limb, including shoulder"
C44.691,"Other specified malignant neoplasm of skin of unspecified upper limb, including shoulder"
C44.692,"Other specified malignant neoplasm of skin of right upper limb, including shoulder"
C44.699,"Other specified malignant neoplasm of skin of left upper limb, including shoulder"
C44.701,"Unspecified malignant neoplasm of skin of unspecified lower limb, including hip"
C44.702,"Unspecified malignant neoplasm of skin of right lower limb, including hip"
C44.709,"Unspecified malignant neoplasm of skin of left lower limb, including hip"
C44.711,"Basal cell carcinoma of skin of unspecified lower limb, including hip"
C44.712,"Basal cell carcinoma of skin of right lower limb, including hip"
C44.719,"Basal cell carcinoma of skin of left lower limb, including hip"
C44.721,"Squamous cell carcinoma of skin of unspecified lower limb, including hip"
C44.722,"Squamous cell carcinoma of skin of right lower limb, including hip"
C44.729,"Squamous cell carcinoma of skin of left lower limb, including hip"
C44.791,"Other specified malignant neoplasm of skin of unspecified lower limb, including hip"
C44.792,"Other specified malignant neoplasm of skin of right lower limb, including hip"
C44.799,"Other specified malignant neoplasm of skin of left lower limb, including hip"
C44.80,Unspecified malignant neoplasm of overlapping sites of skin
C44.81,Basal cell carcinoma of overlapping sites of skin
C44.82,Squamous cell carcinoma of overlapping sites of skin
C44.89,Other specified malignant neoplasm of overlapping sites of skin
C44.90,"Unspecified malignant neoplasm of skin, unspecified"
C44.91,"Basal cell carcinoma of skin, unspecified"
C44.92,"Squamous cell carcinoma of skin, unspecified"
C44.99,"Other specified malignant neoplasm of skin, unspecified"
C45.0,Mesothelioma of pleura
C45.1,Mesothelioma of peritoneum
C45.2,Mesothelioma of pericardium
C45.7,Mesothelioma of other sites
C45.9,"Mesothelioma, unspecified"
C46.0,Kaposi's sarcoma of skin
C46.1,Kaposi's sarcoma of soft tissue
C46.2,Kaposi's sarcoma of palate
C46.3,Kaposi's sarcoma of lymph nodes
C46.4,Kaposi's sarcoma of gastrointestinal sites
C46.50,Kaposi's sarcoma of unspecified lung
C46.51,Kaposi's sarcoma of right lung
C46.52,Kaposi's sarcoma of left lung
C46.7,Kaposi's sarcoma of other sites
C46.9,"Kaposi's sarcoma, unspecified"
C47.0,"Malignant neoplasm of peripheral nerves of head, face and neck"
C47.10,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder"
C47.11,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder"
C47.12,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder"
C47.20,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip"
C47.21,"Malignant neoplasm of peripheral nerves of right lower limb, including hip"
C47.22,"Malignant neoplasm of peripheral nerves of left lower limb, including hip"
C47.3,Malignant neoplasm of peripheral nerves of thorax
C47.4,Malignant neoplasm of peripheral nerves of abdomen
C47.5,Malignant neoplasm of peripheral nerves of pelvis
C47.6,"Malignant neoplasm of peripheral nerves of trunk, unspecified"
C47.8,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system
C47.9,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified"
C48.0,Malignant neoplasm of retroperitoneum
C48.1,Malignant neoplasm of specified parts of peritoneum
C48.2,"Malignant neoplasm of peritoneum, unspecified"
C48.8,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum
C49.0,"Malignant neoplasm of connective and soft tissue of head, face and neck"
C49.10,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder"
C49.11,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder"
C49.12,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder"
C49.20,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip"
C49.21,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip"
C49.22,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip"
C49.3,Malignant neoplasm of connective and soft tissue of thorax
C49.4,Malignant neoplasm of connective and soft tissue of abdomen
C49.5,Malignant neoplasm of connective and soft tissue of pelvis
C49.6,"Malignant neoplasm of connective and soft tissue of trunk, unspecified"
C49.8,Malignant neoplasm of overlapping sites of connective and soft tissue
C49.9,"Malignant neoplasm of connective and soft tissue, unspecified"
C49.A0,"Gastrointestinal stromal tumor, unspecified site"
C49.A1,Gastrointestinal stromal tumor of esophagus
C49.A2,Gastrointestinal stromal tumor of stomach
C49.A3,Gastrointestinal stromal tumor of small intestine
C49.A4,Gastrointestinal stromal tumor of large intestine
C49.A5,Gastrointestinal stromal tumor of rectum
C49.A9,Gastrointestinal stromal tumor of other sites
C50.011,"Malignant neoplasm of nipple and areola, right female breast"
C50.012,"Malignant neoplasm of nipple and areola, left female breast"
C50.019,"Malignant neoplasm of nipple and areola, unspecified female breast"
C50.021,"Malignant neoplasm of nipple and areola, right male breast"
C50.022,"Malignant neoplasm of nipple and areola, left male breast"
C50.029,"Malignant neoplasm of nipple and areola, unspecified male breast"
C50.111,Malignant neoplasm of central portion of right female breast
C50.112,Malignant neoplasm of central portion of left female breast
C50.119,Malignant neoplasm of central portion of unspecified female breast
